# Timestamp: 2024-02-06 16:14:40.811080
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.3
# Minimum Score: 0.60
# Mapper: tfidf
# Base IRIs: "('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')"
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 89981 entries, 46026 were mapped to 8252 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
GCST90103137,Phenol sulfate levels,phenol sulfate measurement,EFO:0021011,http://www.ebi.ac.uk/efo/EFO_0021011,0.85,None
GCST90103138,Phenylacetylglutamine levels,phenylacetylglutamine measurement,EFO:0021013,http://www.ebi.ac.uk/efo/EFO_0021013,0.906,None
GCST90103139,Phenylalanine levels,phenylalanine measurement,EFO:0005001,http://www.ebi.ac.uk/efo/EFO_0005001,0.855,None
GCST90103140,Phenylalanyltryptophan levels,phenylalanyltryptophan measurement,EFO:0800679,http://www.ebi.ac.uk/efo/EFO_0800679,0.928,None
GCST90103141,Phenyllactate (pla) levels,phenyllactate measurement,EFO:0021511,http://www.ebi.ac.uk/efo/EFO_0021511,0.782,None
GCST90103142,Phenylpyruvate levels,phenylpyruvate measurement,EFO:0800132,http://www.ebi.ac.uk/efo/EFO_0800132,0.898,None
GCST90103143,Phosphate levels,phosphate measurement,EFO:0010968,http://www.ebi.ac.uk/efo/EFO_0010968,0.747,None
GCST90244185,Maximum habitual alcohol consumption,alcohol drinking,EFO:0004329,http://www.ebi.ac.uk/efo/EFO_0004329,0.637,None
GCST90244188,Maximum habitual alcohol consumption (MTAG),alcohol drinking,EFO:0004329,http://www.ebi.ac.uk/efo/EFO_0004329,0.59,None
GCST90244189,Problematic alcohol use (MTAG),alcohol use disorder measurement,EFO:0009458,http://www.ebi.ac.uk/efo/EFO_0009458,0.481,None
GCST90102645,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (p-18:0/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.527,None
GCST90102646,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (p-18:0/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.529,None
GCST90102647,1-(1-enyl-stearoyl)-2-linoleoyl-GPC (p-18:0/18:2) levels,linoleoyl ethanolamide measurement,EFO:0800387,http://www.ebi.ac.uk/efo/EFO_0800387,0.368,None
GCST90102648,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (p-18:0/18:2) levels,linoleoyl ethanolamide measurement,EFO:0800387,http://www.ebi.ac.uk/efo/EFO_0800387,0.37,None
GCST90102649,1-(1-enyl-stearoyl)-2-oleoyl-GPC (p-18:0/18:1) levels,oleoyl serine measurement,EFO:0801210,http://www.ebi.ac.uk/efo/EFO_0801210,0.402,None
GCST90102650,1-(1-enyl-stearoyl)-2-oleoyl-GPE (p-18:0/18:1) levels,oleoyl serine measurement,EFO:0801210,http://www.ebi.ac.uk/efo/EFO_0801210,0.403,None
GCST90102651,1-(1-enyl-stearoyl)-GPC (P-18:0)  levels,stearoylcholine measurement,EFO:0800534,http://www.ebi.ac.uk/efo/EFO_0800534,0.369,None
GCST90102652,1-(1-enyl-stearoyl)-GPE (p-18:0) levels,stearoylcholine measurement,EFO:0800534,http://www.ebi.ac.uk/efo/EFO_0800534,0.372,None
GCST90102653,"1,2,3-benzenetriol sulfate (2) levels","1,2,3-benzenetriol sulfate (2) measurement",EFO:0801008,http://www.ebi.ac.uk/efo/EFO_0801008,0.591,None
GCST90102654,"1,2-dilinoleoyl-GPC (18:2/18:2) levels",1-linoleoyl-GPC (18:2) measurement,EFO:0800223,http://www.ebi.ac.uk/efo/EFO_0800223,0.339,None
GCST90102655,"1,2-dipalmitoyl-gpc (16:0/16:0) levels",1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1) measurement,EFO:0022084,http://www.ebi.ac.uk/efo/EFO_0022084,0.358,None
GCST90102656,"1,3,7-trimethylurate levels",1-methylurate measurement,EFO:0021173,http://www.ebi.ac.uk/efo/EFO_0021173,0.547,None
GCST90102657,"1,3-dimethylurate levels","1,3-dimethylurate measurement",EFO:0800948,http://www.ebi.ac.uk/efo/EFO_0800948,0.632,None
GCST90102658,"1,5-anhydroglucitol (1,5-ag) levels","1,5 anhydroglucitol measurement",EFO:0008009,http://www.ebi.ac.uk/efo/EFO_0008009,0.608,None
GCST90102659,"1,7-dimethylurate levels","1,3-dimethylurate measurement",EFO:0800948,http://www.ebi.ac.uk/efo/EFO_0800948,0.619,None
GCST90102660,10-heptadecenoate (17:1n7) levels,10-heptadecenoate 17:1n7 measurement,EFO:0021060,http://www.ebi.ac.uk/efo/EFO_0021060,0.651,None
GCST90102661,10-nonadecenoate (19:1n9) levels,10-nonadecenoate 19:1n9 measurement,EFO:0021061,http://www.ebi.ac.uk/efo/EFO_0021061,0.624,None
GCST90102662,10-undecenoate (11:1n1) levels,10-undecenoate 11:1n1 measurement,EFO:0021099,http://www.ebi.ac.uk/efo/EFO_0021099,0.566,None
GCST90102663,11beta-hydroxyandrosterone glucuronide (X-12846) levels,11beta-hydroxyandrosterone glucuronide measurement,EFO:0800573,http://www.ebi.ac.uk/efo/EFO_0800573,0.78,None
GCST90102664,"12,13-DiHOME levels",chromosome 13 disorder,MONDO:0700020,http://purl.obolibrary.org/obo/MONDO_0700020,0.316,None
GCST90102665,13-HODE + 9-HODE levels,13-HODE + 9-HODE measurement,EFO:0800308,http://www.ebi.ac.uk/efo/EFO_0800308,0.479,None
GCST90102666,15-methylpalmitate levels,15-methylpalmitate isobar with 2-methylpalmitate measurement,EFO:0021052,http://www.ebi.ac.uk/efo/EFO_0021052,0.77,None
GCST90102667,16a-hydroxy DHEA 3-sulfate levels,16a-hydroxy DHEA 3-sulfate measurement,EFO:0800301,http://www.ebi.ac.uk/efo/EFO_0800301,0.694,None
GCST90102668,16-hydroxypalmitate levels,2-hydroxypalmitate measurement,EFO:0021507,http://www.ebi.ac.uk/efo/EFO_0021507,0.727,None
GCST90102669,17-methylstearate levels,17-methylstearate measurement,EFO:0022078,http://www.ebi.ac.uk/efo/EFO_0022078,0.724,None
GCST90102670,1-adrenoyl-GPC (22:4) levels,adrenal cortex adenoma,MONDO:0003924,http://purl.obolibrary.org/obo/MONDO_0003924,0.478,None
GCST90102671,1-arachidonoyl-gpc (20:4n6) levels,arachidonate 20:4n6 measurement,EFO:0021063,http://www.ebi.ac.uk/efo/EFO_0021063,0.525,None
GCST90102672,1-arachidonoyl-GPE (20:4n6) levels,arachidonate 20:4n6 measurement,EFO:0021063,http://www.ebi.ac.uk/efo/EFO_0021063,0.528,None
GCST90102673,1-arachidonoyl-GPI (20:4) levels,arachidonoylcholine measurement,EFO:0800478,http://www.ebi.ac.uk/efo/EFO_0800478,0.548,None
GCST90102674,1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4) levels,arachidonoylcholine measurement,EFO:0800478,http://www.ebi.ac.uk/efo/EFO_0800478,0.569,None
GCST90102675,1-arachidoyl-GPC (20:0) levels,1-arachidoyl-GPC (20:0) measurement,EFO:0800222,http://www.ebi.ac.uk/efo/EFO_0800222,0.489,None
GCST90102676,1-carboxyethylphenylalanine (X-15497) levels,1-carboxyethylphenylalanine measurement,EFO:0800101,http://www.ebi.ac.uk/efo/EFO_0800101,0.736,None
GCST90102677,1-dihomo-linolenoyl-GPC (20:3n3 or 6) levels,1-dihomo-linolenoyl-GPC (20:3n3 or 6) measurement,EFO:0800235,http://www.ebi.ac.uk/efo/EFO_0800235,0.498,None
GCST90102678,1-dihomo-linolenoyl-GPE (20:3n3 or 6) levels,1-dihomo-linolenoyl-GPE (20:3n3 or 6) measurement,EFO:0800358,http://www.ebi.ac.uk/efo/EFO_0800358,0.49,None
GCST90102679,1-dihomo-linoleoyl-GPC (20:2) levels,1-dihomo-linoleoyl-GPC (20:2) measurement,EFO:0800236,http://www.ebi.ac.uk/efo/EFO_0800236,0.481,None
GCST90102680,1-docosahexaenoyl-GPC (22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.675,None
GCST90102681,1-docosahexaenoyl-GPE (22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.679,None
GCST90102682,1-docosapentaenoyl-GPC (22:5n3) levels,1-docosapentaenoyl-GPC (22:5n3) measurement,EFO:0800298,http://www.ebi.ac.uk/efo/EFO_0800298,0.55,None
GCST90102683,1-eicosapentaenoyl-GPC (20:5) levels,eicosapentaenoylcholine measurement,EFO:0800482,http://www.ebi.ac.uk/efo/EFO_0800482,0.679,None
GCST90102684,1-eicosapentaenoyl-GPE (20:5) levels,eicosapentaenoylcholine measurement,EFO:0800482,http://www.ebi.ac.uk/efo/EFO_0800482,0.683,None
GCST90102685,1-eicosenoyl-GPC (20:1) levels,eicosenoyl sphingomyelin measurement,EFO:0803574,http://www.ebi.ac.uk/efo/EFO_0803574,0.504,None
GCST90102686,1-lignoceroyl-GPC (24:0) levels,N-lignoceroyl taurine measurement,EFO:0801189,http://www.ebi.ac.uk/efo/EFO_0801189,0.484,None
GCST90102687,1-linolenoyl-GPC (18:3) levels,1-linolenoyl-GPC (18:3) measurement,EFO:0800354,http://www.ebi.ac.uk/efo/EFO_0800354,0.448,None
GCST90102688,1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.596,None
GCST90102689,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3) levels,linoleoyl ethanolamide measurement,EFO:0800387,http://www.ebi.ac.uk/efo/EFO_0800387,0.492,None
GCST90102690,1-linoleoylglycerol (18:2) levels,1-linoleoylglycerol 1-monolinolein measurement,EFO:0021108,http://www.ebi.ac.uk/efo/EFO_0021108,0.619,None
GCST90102691,1-linoleoyl-gpc (18:2) levels,linoleoylcholine measurement,EFO:0800535,http://www.ebi.ac.uk/efo/EFO_0800535,0.476,None
GCST90102692,1-linoleoyl-GPE (18:2) levels,linoleoylcholine measurement,EFO:0800535,http://www.ebi.ac.uk/efo/EFO_0800535,0.481,None
GCST90102693,1-linoleoyl-GPI (18:2) levels,1-linoleoyl-GPI (18:2) measurement,EFO:0800266,http://www.ebi.ac.uk/efo/EFO_0800266,0.48,None
GCST90102694,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4) levels,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4) measurement,EFO:0022081,http://www.ebi.ac.uk/efo/EFO_0022081,0.492,None
GCST90103344,X-24849 levels,X-24849 measurement,EFO:0800909,http://www.ebi.ac.uk/efo/EFO_0800909,0.687,None
GCST90103345,X-24870 levels,X-24870 measurement,EFO:0022143,http://www.ebi.ac.uk/efo/EFO_0022143,0.696,None
GCST90103346,Xanthine levels,xanthine measurement,EFO:0010548,http://www.ebi.ac.uk/efo/EFO_0010548,0.8,None
GCST90103347,Xanthurenate levels,xanthurenate measurement,EFO:0010551,http://www.ebi.ac.uk/efo/EFO_0010551,0.868,None
GCST90239711,"1,5-anhydroglucitol (1,5-ag) levels","1,5 anhydroglucitol measurement",EFO:0008009,http://www.ebi.ac.uk/efo/EFO_0008009,0.608,None
GCST90239712,N-acetylglycine levels,N-acetylglycine measurement,EFO:0021002,http://www.ebi.ac.uk/efo/EFO_0021002,0.697,None
GCST90102626,(S)-a-amino-omega-caprolactam (X-13737) levels,(S)-a-amino-omega-caprolactam (X-13737) measurement,EFO:0022073,http://www.ebi.ac.uk/efo/EFO_0022073,0.469,None
GCST90102627,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (p-18:1/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.532,None
GCST90102628,1-(1-enyl-oleoyl)-GPC (p-18:1) levels,oleoyl phenylalanine measurement,EFO:0801209,http://www.ebi.ac.uk/efo/EFO_0801209,0.449,None
GCST90102629,1-(1-enyl-oleoyl)-GPE (p-18:1) levels,oleoyl phenylalanine measurement,EFO:0801209,http://www.ebi.ac.uk/efo/EFO_0801209,0.453,None
GCST90102630,1-(1-enyl-palmitoyl)-2-arachidonoyl-gpc (p-16:0/20:4) levels,arachindonoyl phenylalanine measurement,EFO:0801111,http://www.ebi.ac.uk/efo/EFO_0801111,0.43,None
GCST90102631,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (p-16:0/20:4) levels,arachindonoyl phenylalanine measurement,EFO:0801111,http://www.ebi.ac.uk/efo/EFO_0801111,0.431,None
GCST90102632,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (p-16:0/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.521,None
GCST90102633,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (p-16:0/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.522,None
GCST90102634,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (p-16:0/18:2) levels,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2) measurement,EFO:0800441,http://www.ebi.ac.uk/efo/EFO_0800441,0.394,None
GCST90102635,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (p-16:0/18:2) levels,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2) measurement,EFO:0800272,http://www.ebi.ac.uk/efo/EFO_0800272,0.383,None
GCST90102636,1-(1-enyl-palmitoyl)-2-myristoyl-GPC (p-16:0/14:0) levels,1-myristoyl-2-palmitoyl-GPC (14:0/16:0) measurement,EFO:0800191,http://www.ebi.ac.uk/efo/EFO_0800191,0.43,None
GCST90102637,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1) levels,oleoyl serine measurement,EFO:0801210,http://www.ebi.ac.uk/efo/EFO_0801210,0.41,None
GCST90102638,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (p-16:0/18:1) levels,oleoyl serine measurement,EFO:0801210,http://www.ebi.ac.uk/efo/EFO_0801210,0.411,None
GCST90102639,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1) levels,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1) measurement,EFO:0022084,http://www.ebi.ac.uk/efo/EFO_0022084,0.478,None
GCST90102640,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0) levels,palmitoylcholine measurement,EFO:0800473,http://www.ebi.ac.uk/efo/EFO_0800473,0.499,None
GCST90102641,1-(1-enyl-palmitoyl)-GPC (p-16:0) levels,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0) measurement,EFO:0800466,http://www.ebi.ac.uk/efo/EFO_0800466,0.404,None
GCST90102642,1-(1-enyl-palmitoyl)-GPE (p-16:0) levels,N-palmitoyl taurine measurement,EFO:0801192,http://www.ebi.ac.uk/efo/EFO_0801192,0.403,None
GCST90102643,1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (p-18:0/20:4) levels,arachindonoyl phenylalanine measurement,EFO:0801111,http://www.ebi.ac.uk/efo/EFO_0801111,0.436,None
GCST90102644,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (p-18:0/20:4) levels,arachindonoyl phenylalanine measurement,EFO:0801111,http://www.ebi.ac.uk/efo/EFO_0801111,0.438,None
GCST90102695,1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.556,None
GCST90102696,1-margaroyl-GPC (17:0) levels,1-margaroyl-GPC (17:0) measurement,EFO:0800215,http://www.ebi.ac.uk/efo/EFO_0800215,0.474,None
GCST90102697,1-methyl-5-imidazoleacetate (X-14838) levels,1-methylimidazoleacetate measurement,EFO:0022082,http://www.ebi.ac.uk/efo/EFO_0022082,0.632,None
GCST90102698,1-methylhistidine levels,methylhistidine measurement,EFO:0801178,http://www.ebi.ac.uk/efo/EFO_0801178,0.862,None
GCST90102699,1-methylimidazoleacetate levels,1-methylimidazoleacetate measurement,EFO:0022082,http://www.ebi.ac.uk/efo/EFO_0022082,0.846,None
GCST90102700,1-methylnicotinamide levels,1-methylnicotinamide measurement,EFO:0021829,http://www.ebi.ac.uk/efo/EFO_0021829,0.814,None
GCST90102701,1-methylxanthine levels,3-methylxanthine measurement,EFO:0021175,http://www.ebi.ac.uk/efo/EFO_0021175,0.79,None
GCST90102702,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4) levels,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4) measurement,EFO:0800453,http://www.ebi.ac.uk/efo/EFO_0800453,0.483,None
GCST90102703,1-myristoyl-2-docosahexaenoyl-GPC (14:0/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.557,None
GCST90102704,1-myristoyl-2-linoleoyl-GPC (14:0/18:2) levels,1-myristoyl-2-linoleoyl-GPC (14:0/18:2) measurement,EFO:0800452,http://www.ebi.ac.uk/efo/EFO_0800452,0.447,None
GCST90102705,1-myristoyl-2-palmitoyl-gpc (14:0/16:0) levels,1-myristoyl-2-palmitoyl-GPC (14:0/16:0) measurement,EFO:0800191,http://www.ebi.ac.uk/efo/EFO_0800191,0.479,None
GCST90102706,1-myristoyl-GPC (14:0) levels,myristoylglycine measurement,EFO:0803434,http://www.ebi.ac.uk/efo/EFO_0803434,0.506,None
GCST90102707,1-nonadecanoyl-GPC (19:0) levels,1-nonadecanoyl-GPC (19:0) measurement,EFO:0800357,http://www.ebi.ac.uk/efo/EFO_0800357,0.47,None
GCST90102708,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.593,None
GCST90102709,1-oleoyl-GPC (18:1) levels,oleoyl serine measurement,EFO:0801210,http://www.ebi.ac.uk/efo/EFO_0801210,0.481,None
GCST90102710,1-oleoyl-GPE (18:1) levels,oleoyl serine measurement,EFO:0801210,http://www.ebi.ac.uk/efo/EFO_0801210,0.487,None
GCST90102711,1-oleoyl-GPI (18:1) levels,oleoyl serine measurement,EFO:0801210,http://www.ebi.ac.uk/efo/EFO_0801210,0.458,None
GCST90102712,1-palmitoleoyl-GPC (16:1) levels,1-palmitoleoyl-GPC (16:1) measurement,EFO:0800231,http://www.ebi.ac.uk/efo/EFO_0800231,0.511,None
GCST90102713,1-palmitoleoyl-GPE (16:1) levels,1-palmitoleoyl-GPE (16:1) measurement,EFO:0800267,http://www.ebi.ac.uk/efo/EFO_0800267,0.498,None
GCST90102714,1-palmitoyl-2-arachidonoyl-gpc (16:0/20:4n6) levels,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6) measurement,EFO:0800390,http://www.ebi.ac.uk/efo/EFO_0800390,0.478,None
GCST90102715,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4) levels,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4) measurement,EFO:0800409,http://www.ebi.ac.uk/efo/EFO_0800409,0.477,None
GCST90102716,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4) levels,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4) measurement,EFO:0800412,http://www.ebi.ac.uk/efo/EFO_0800412,0.499,None
GCST90102717,1-palmitoyl-2-docosahexaenoyl-gpc (16:0/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.574,None
GCST90102718,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6) levels,docosahexaenoylcholine measurement,EFO:0800479,http://www.ebi.ac.uk/efo/EFO_0800479,0.576,None
GCST90103269,X-14056 levels,X-14056 measurement,EFO:0021361,http://www.ebi.ac.uk/efo/EFO_0021361,0.676,None
GCST90103270,X-14568 levels,X-14568 measurement,EFO:0022119,http://www.ebi.ac.uk/efo/EFO_0022119,0.7,None
GCST90103271,X-14939 levels,X-14939 measurement,EFO:0800747,http://www.ebi.ac.uk/efo/EFO_0800747,0.697,None
GCST90103272,X-15469 levels,X-15469 measurement,EFO:0800750,http://www.ebi.ac.uk/efo/EFO_0800750,0.683,None
GCST90103273,X-15486 levels,X-15486 measurement,EFO:0800751,http://www.ebi.ac.uk/efo/EFO_0800751,0.687,None
GCST90103274,X-15492 levels,X-15492 measurement,EFO:0800752,http://www.ebi.ac.uk/efo/EFO_0800752,0.687,None
GCST90103275,X-15666 levels,X-15666 measurement,EFO:0800754,http://www.ebi.ac.uk/efo/EFO_0800754,0.684,None
GCST90103276,X-16580 levels,X-16580 measurement,EFO:0800761,http://www.ebi.ac.uk/efo/EFO_0800761,0.696,None
GCST90103277,X-16935 levels,X-16935 measurement,EFO:0800763,http://www.ebi.ac.uk/efo/EFO_0800763,0.694,None
GCST90103278,X-16938 levels,X-16938 measurement,EFO:0800764,http://www.ebi.ac.uk/efo/EFO_0800764,0.7,None
GCST90103279,X-16944 levels,X-16944 measurement,EFO:0800765,http://www.ebi.ac.uk/efo/EFO_0800765,0.702,None
GCST90103280,X-16946 levels,X-16946 measurement,EFO:0800766,http://www.ebi.ac.uk/efo/EFO_0800766,0.708,None
GCST90103281,X-16964 levels,X-16964 measurement,EFO:0020011,http://www.ebi.ac.uk/efo/EFO_0020011,0.711,None
GCST90103282,X-17185 levels,X-17185 measurement,EFO:0800770,http://www.ebi.ac.uk/efo/EFO_0800770,0.688,None
GCST90103283,X-17325 levels,X-17325 measurement,EFO:0800771,http://www.ebi.ac.uk/efo/EFO_0800771,0.681,None
GCST90103284,X-17335 levels,X-17335 measurement,EFO:0800772,http://www.ebi.ac.uk/efo/EFO_0800772,0.685,None
GCST90103285,X-17653 levels,X-17653 measurement,EFO:0800783,http://www.ebi.ac.uk/efo/EFO_0800783,0.695,None
GCST90103286,X-17654 levels,X-17654 measurement,EFO:0800784,http://www.ebi.ac.uk/efo/EFO_0800784,0.694,None
GCST90103287,X-17676 levels,X-17676 measurement,EFO:0800785,http://www.ebi.ac.uk/efo/EFO_0800785,0.705,None
GCST90103288,X-17690 levels,X-17690 measurement,EFO:0800788,http://www.ebi.ac.uk/efo/EFO_0800788,0.697,None
GCST90103289,X-18899 levels,X-18899 measurement,EFO:0800793,http://www.ebi.ac.uk/efo/EFO_0800793,0.714,None
GCST90103290,X-18913 levels,X-18913 measurement,EFO:0800795,http://www.ebi.ac.uk/efo/EFO_0800795,0.697,None
GCST90103291,X-18921 levels,X-18921 measurement,EFO:0800796,http://www.ebi.ac.uk/efo/EFO_0800796,0.695,None
GCST90103292,X-19141 levels,X-19141 measurement,EFO:0800799,http://www.ebi.ac.uk/efo/EFO_0800799,0.681,None
GCST90103293,X-19438 levels,X-19438 measurement,EFO:0800801,http://www.ebi.ac.uk/efo/EFO_0800801,0.7,None
GCST90103319,X-23756 levels,X-23756 measurement,EFO:0022126,http://www.ebi.ac.uk/efo/EFO_0022126,0.687,None
GCST90103320,X-23765 levels,X-23765 measurement,EFO:0022127,http://www.ebi.ac.uk/efo/EFO_0022127,0.685,None
GCST90103321,X-23782 levels,X-23782 measurement,EFO:0800865,http://www.ebi.ac.uk/efo/EFO_0800865,0.681,None
GCST90103322,X-23997 levels,X-23997 measurement,EFO:0800868,http://www.ebi.ac.uk/efo/EFO_0800868,0.711,None
GCST90103323,X-24020 levels,X-24020 measurement,EFO:0022128,http://www.ebi.ac.uk/efo/EFO_0022128,0.682,None
GCST90103324,X-24027 levels,X-24027 measurement,EFO:0022129,http://www.ebi.ac.uk/efo/EFO_0022129,0.686,None
GCST90103325,X-24243 levels,X-24243 measurement,EFO:0022130,http://www.ebi.ac.uk/efo/EFO_0022130,0.683,None
GCST90103326,X-24295 levels,X-24295 measurement,EFO:0800869,http://www.ebi.ac.uk/efo/EFO_0800869,0.688,None
GCST90103327,X-24306 levels,X-24306 measurement,EFO:0800870,http://www.ebi.ac.uk/efo/EFO_0800870,0.677,None
GCST90103328,X-24307 levels,X-24307 measurement,EFO:0800871,http://www.ebi.ac.uk/efo/EFO_0800871,0.682,None
GCST90103329,X-24309 levels,X-24309 measurement,EFO:0800872,http://www.ebi.ac.uk/efo/EFO_0800872,0.689,None
GCST90103330,X-24431 levels,X-24431 measurement,EFO:0800882,http://www.ebi.ac.uk/efo/EFO_0800882,0.674,None
GCST90103331,X-24452 levels,X-24452 measurement,EFO:0022131,http://www.ebi.ac.uk/efo/EFO_0022131,0.678,None
GCST90103332,X-24512 levels,X-24512 measurement,EFO:0022132,http://www.ebi.ac.uk/efo/EFO_0022132,0.671,None
GCST90103333,X-24513 levels,X-24513 measurement,EFO:0022133,http://www.ebi.ac.uk/efo/EFO_0022133,0.678,None
GCST90103334,X-24699 levels,X-24699 measurement,EFO:0800902,http://www.ebi.ac.uk/efo/EFO_0800902,0.687,None
GCST90103335,X-24738 levels,X-24738 measurement,EFO:0022134,http://www.ebi.ac.uk/efo/EFO_0022134,0.691,None
GCST90103336,X-24747 levels,X-24747 measurement,EFO:0022135,http://www.ebi.ac.uk/efo/EFO_0022135,0.691,None
GCST90103337,X-24748 levels,X-24748 measurement,EFO:0022136,http://www.ebi.ac.uk/efo/EFO_0022136,0.69,None
GCST90103338,X-24765 levels,X-24765 measurement,EFO:0022137,http://www.ebi.ac.uk/efo/EFO_0022137,0.689,None
GCST90103339,X-24803 levels,X-24803 measurement,EFO:0022138,http://www.ebi.ac.uk/efo/EFO_0022138,0.678,None
GCST90103340,X-24804 levels,X-24804 measurement,EFO:0022139,http://www.ebi.ac.uk/efo/EFO_0022139,0.695,None
GCST90103341,X-24806 levels,X-24806 measurement,EFO:0022140,http://www.ebi.ac.uk/efo/EFO_0022140,0.691,None
